
🇨🇳CCTV,#genre#
CCTV12,http://223.110.251.152:6610/cntv/live1/HD-8000k-1080P-cctv12/HD-8000k-1080P-cctv12
CCTV13,http://223.110.251.152:6610/gitv/live1/G_CCTV-13-HQ/G_CCTV-13-HQ/
CCTV14,http://223.110.251.152:6610/cntv/live1/HD-8000k-1080P-cctv14/HD-8000k-1080P-cctv14
CCTV15,rtsp://183.252.166.199/PLTV/88888888/224/3221225998/10000100000000060000000002296745_0.smil
CCTV15,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225502/index.m3u8
CCTV5+,http://223.110.251.152:6610/gitv/live1/G_CCTV-5PLUS-CQ/G_CCTV-5PLUS-CQ/
CCTV17,http://223.110.251.152:6610/cntv/live1/HD-8000k-1080P-cctv17/HD-8000k-1080P-cctv17

CCTV11,http://39.135.34.150:8080/000000001000/1000000002000019789/1.m3u8?I
CCTV13,http://39.135.34.150:8080/000000001000/1000000002000021303/1.m3u8?I
CCTV15,http://39.135.34.150:8080/000000001000/1000000002000008163/1.m3u8?I

CGTN,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226404/1.m3u8
CGTN,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225867/1.m3u8
CGTN,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226443/1.m3u8
CGTND,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226403/1.m3u8
CGTND,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225866/1.m3u8
CGTN,http://39.130.215.222:6410/gitv_live/G_CCTV-NEWS/G_CCTV-NEWS.m3u8
CGTND,http://39.130.215.222:6410/gitv_live/G_CGTVJL/G_CGTVJL.m3u8
CGTND,http://39.130.215.222:6410/gitv_live/G_CGTVJL-HD/G_CGTVJL-HD.m3u8
CGTN,http://live.cgtn.com/1000/prog_index.m3u8
CGTND,http://livedoc.cgtn.com/1000d/prog_index.m3u8

CCTV4K,http://117.71.37.17/live.aishang.ctlcdn.com/00000110240505_1/playlist.m3u8?CONTENTID=00000110240505_1
CCTV4K,http://39.134.176.249/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229373/index.m3u8?fmt=ts2hls
CCTV4K,http://111.161.121.211/livews-4k.5club.CCTV.cn/live/4K0205.stream/playlist.m3u8
CCTV4K,http://210.22.242.108/outlivecloud-cdn.ysp.cctv.cn/cctv/2000266303.m3u8



🏭WSTV,#genre#
北京卫视,http://223.110.251.152:6610/gitv/live1/G_BEIJING-CQ/G_BEIJING-CQ/
东方卫视,http://223.110.251.152:6610/gitv/live1/G_DONGFANG-CQ/G_DONGFANG-CQ/
广东卫视,http://223.110.251.152:6610/gitv/live1/G_GUANGDONG-CQ/G_GUANGDONG-CQ/
深圳卫视,http://223.110.251.152:6610/gitv/live1/G_SHENZHEN-CQ/G_SHENZHEN-CG/
江苏卫视,http://223.110.251.152:6610/gitv/live1/G_JIANGSU-CQ/G_JIANGSU-CQ/
浙江卫视,http://223.110.251.152:6610/gitv/live1/G_ZHEJIANG-CQ/G_ZHEJIANG-CQ/
湖南卫视,http://223.110.251.152:6610/gitv/live1/G_HUNAN-CQ/G_HUNAN-CQ/
山东卫视,http://223.110.251.152:6610/gitv/live1/G_SHANDONG-CQ/G_SHANDONG-CQ/
辽宁卫视,http://223.110.251.152:6610/gitv/live1/G_LIAONING-CQ/G_LIAONING-CQ
安徽卫视,http://223.110.251.152:6610/gitv/live1/G_ANHUI-CQ/G_ANHUI-CQ/
黑龙江卫视,http://223.110.251.152:6610/gitv/live1/G_HEILONGJIANG-CQ/G_HEILONGJIANG-CQ/
天津卫视,http://223.110.251.152:6610/gitv/live1/G_TIANJIN-CQ/G_TIANJIN-CQ/
湖北卫视,http://223.110.251.152:6610/gitv/live1/G_HUBEI-CQ/G_HUBEI-CQ/
重庆卫视,http://223.110.251.152:6610/cntv/live1/HD-8000k-1080P-chongqingstv/HD-8000k-1080P-chongqingstv
江西卫视,http://223.110.251.152:6610/cntv/live1/HD-2500k-1080P-jiangxistv/HD-2500k-1080P-jiangxistv

东南卫视,rtsp://183.252.166.199/PLTV/88888888/224/3221226121/10000100000000060000000002358085_0.smil
东方卫视,rtsp://183.252.166.199/PLTV/88888888/224/3221226041/10000100000000060000000002296882_0.smil
北京卫视,rtsp://183.252.166.199/PLTV/88888888/224/3221226092/10000100000000060000000002296930_0.smil
吉林卫视,rtsp://183.252.166.199/PLTV/88888888/224/3221226792/48616745.smil
山东卫视,rtsp://183.252.166.199/PLTV/88888888/224/3221226090/10000100000000060000000002296928_0.smil
广东卫视,rtsp://183.252.166.199/PLTV/88888888/224/3221226089/10000100000000060000000002296927_0.smil
江苏卫视,rtsp://183.252.166.199/PLTV/88888888/224/3221226038/10000100000000060000000002296879_0.smil
河南卫视,rtsp://183.252.166.199/PLTV/88888888/224/3221226076/10000100000000060000000002296917_0.smil
浙江卫视,rtsp://183.252.166.199/PLTV/88888888/224/3221226040/10000100000000060000000002296881_0.smil
海南卫视,rtsp://183.252.166.199/PLTV/88888888/224/3221226048/10000100000000060000000002296889_0.smil
海峡卫视,rtsp://183.252.166.199/PLTV/88888888/224/3221226128/10000100000000060000000002434539_0.smil
湖北卫视,rtsp://183.252.166.199/PLTV/88888888/224/3221226091/10000100000000060000000002296929_0.smil
湖南卫视,rtsp://183.252.166.199/PLTV/88888888/224/3221226082/10000100000000060000000002296924_0.smil
贵州卫视,rtsp://183.252.166.199/PLTV/88888888/224/3221226126/10000100000000060000000002434541_0.smil
黑龙江卫视,rtsp://183.252.166.199/PLTV/88888888/224/3221226087/10000100000000060000000002296926_0.smil

北京卫视,http://223.110.251.152:6610/gitv/live1/G_BEIJING-CQ/G_BEIJING-CQ/
湖南卫视,http://223.110.251.152:6610/gitv/live1/G_HUNAN-CQ/G_HUNAN-CQ/
江苏卫视,http://223.110.251.152:6610/gitv/live1/G_JIANGSU-CQ/G_JIANGSU-CQ/
浙江卫视,http://223.110.251.152:6610/gitv/live1/G_ZHEJIANG-CQ/G_ZHEJIANG-CQ/
东方卫视,http://223.110.251.152:6610/gitv/live1/G_DONGFANG-CQ/G_DONGFANG-CQ/
广东卫视,http://223.110.251.152:6610/gitv/live1/G_GUANGDONG-CQ/G_GUANGDONG-CQ/
深圳卫视,http://223.110.251.152:6610/gitv/live1/G_SHENZHEN-CQ/G_SHENZHEN-CG/
山东卫视,http://223.110.251.152:6610/gitv/live1/G_SHANDONG-CQ/G_SHANDONG-CQ/
辽宁卫视,http://223.110.251.152:6610/gitv/live1/G_LIAONING-CQ/G_LIAONING-CQ
安徽卫视,http://223.110.251.152:6610/gitv/live1/G_ANHUI-CQ/G_ANHUI-CQ/
黑龙江卫视,http://223.110.251.152:6610/gitv/live1/G_HEILONGJIANG-CQ/G_HEILONGJIANG-CQ/
天津卫视,http://223.110.251.152:6610/gitv/live1/G_TIANJIN-CQ/G_TIANJIN-CQ/
湖北卫视,http://223.110.251.152:6610/gitv/live1/G_HUBEI-CQ/G_HUBEI-CQ/
重庆卫视,http://223.110.251.152:6610/gitv/live1/G_CHONGQING/G_CHONGQING/
广西卫视,http://223.110.251.152:6610/gitv/live1/GXWS/GXWS/
海南卫视,http://223.110.251.152:6610/gitv/live1/LYWS/LYWS/
四川卫视,http://223.110.251.152:6610/gitv/live1/SCWS/SCWS/
河南卫视,http://223.110.251.152:6610/gitv/live1/HENAN/HENAN/
东南卫视,http://223.110.251.152:6610/gitv/live1/DNWS/DNWS/
江西卫视,http://223.110.251.152:6610/gitv/live1/JXWS/JXWS/
吉林卫视,http://223.110.251.152:6610/gitv/live1/G_JILIN/G_JILIN/
山西卫视,http://223.110.251.152:6610/gitv/live1/SXWS/SXWS/
贵州卫视,http://223.110.251.152:6610/gitv/live1/G_GUIZHOU/G_GUIZHOU/
青海卫视,http://223.110.251.152:6610/gitv/live1/G_QINGHAI/G_QINGHAI/
内蒙古卫视,http://223.110.251.152:6610/gitv/live1/G_NEIMENGGU/G_NEIMENGGU/
云南卫视,http://223.110.251.152:6610/gitv/live1/G_YUNNAN/G_YUNNAN/
河北卫视,http://223.110.251.152:6610/gitv/live1/G_HEBEI/G_HEBEI/
宁夏卫视,http://223.110.251.152:6610/gitv/live1/G_NINGXIA/G_NINGXIA/
新疆卫视,http://223.110.251.152:6610/gitv/live1/G_XINJIANG/G_XINJIANG/
甘肃卫视,http://223.110.251.152:6610/gitv/live1/G_GANSU/G_GANSU/
西藏卫视,http://223.110.251.152:6610/gitv/live1/G_XIZANG/G_XIZANG/
陕西卫视,http://223.110.251.152:6610/gitv/live1/G_SHANXI/G_SHANXI/
兵团卫视,http://223.110.251.152:6610/gitv/live1/G_BINGTUAN/G_BINGTUAN/


江苏卫视,http://223.110.251.152:6610/cntv/live1/jiangsustv/jiangsustv
浙江卫视,http://223.110.251.152:6610/cntv/live1/zhejiangstv/zhejiangstv
北京卫视,http://223.110.251.152:6610/cntv/live1/beijingstv/beijingstv
湖南卫视,http://223.110.251.152:6610/cntv/live1/hunanstv/hunanstv
广东卫视,http://223.110.251.152:6610/cntv/live1/guangdongstv/guangdongstv
东方卫视,http://223.110.251.152:6610/cntv/live1/dongfangstv/dongfangstv
深圳卫视,http://223.110.251.152:6610/cntv/live1/shenzhenstv/shenzhenstv
山东卫视,http://223.110.251.152:6610/cntv/live1/shandongstv/shandongstv
天津卫视,http://223.110.251.152:6610/cntv/live1/tianjinstv/tianjinstv
湖北卫视,http://223.110.251.152:6610/cntv/live1/hubeistv/hubeistv
黑龙江卫视,http://223.110.251.152:6610/cntv/live1/HD-8000k-1080P-heilongjiangstv/HD-8000k-1080P-heilongjiangstv
安徽卫视,http://223.110.251.152:6610/cntv/live1/anhuistv/
江西卫视,http://223.110.251.152:6610/cntv/live1/jiangxistv/jiangxistv
重庆卫视,http://223.110.251.152:6610/cntv/live1/chongqingstv/
辽宁卫视,http://223.110.251.152:6610/cntv/live1/liaoningstv/liaoningstv
吉林卫视,http://223.110.251.152:6610/cntv/live1/jilinstv/
东南卫视,http://223.110.251.152:6610/cntv/live1/dongnanstv/dongnanstv
四川卫视,http://223.110.251.152:6610/cntv/live1/sichuanstv/sichuanstv
广西卫视,http://223.110.251.152:6610/cntv/live1/guangxistv/guangxistv
河北卫视,http://223.110.251.152:6610/cntv/live1/hebeistv/hebeistv
山西卫视,http://223.110.251.152:6610/cntv/live1/shanxistv/shanxistv
陕西卫视,http://223.110.251.152:6610/cntv/live1/shanxi1stv/shanxi1stv
海南卫视,http://223.110.251.152:6610/cntv/live1/lvyoustv/
贵州卫视,http://223.110.251.152:6610/cntv/live1/guizhoustv/guizhoustv
青海卫视,http://223.110.251.152:6610/cntv/live1/qinghaistv/qinghaistv
河南卫视,http://223.110.251.152:6610/cntv/live1/henanstv/henanstv
宁夏卫视,http://223.110.251.152:6610/cntv/live1/ningxiastv/ningxiastv
甘肃卫视,http://223.110.251.152:6610/cntv/live1/gansustv/gansustv
内蒙古卫视,http://223.110.251.152:6610/cntv/live1/neimenggustv/neimenggustv
新疆卫视,http://223.110.251.152:6610/cntv/live1/xinjiangstv/xinjiangstv
云南卫视,http://223.110.251.152:6610/cntv/live1/yunnanstv/yunnanstv
西藏卫视,http://223.110.251.152:6610/cntv/live1/xizangstv/xizangstv
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
澳门卫视,http://61.244.22.4/ch3/ch3.live/playelist.m3u8
澳亚卫视,https://live.mastvnet.com/4rlff1m/1024/live.m3u8
莲花卫视,http://live-hls.macaulotustv.com/lotustv/5562e9e4d409d24c9600075c.m3u8
延边卫视,http://223.110.251.152:6610/gitv/live1/G_YANBIAN/G_YANBIAN/
三沙卫视,rtmp://ivi.bupt.edu.cn:1935/livetv/sstv
三沙卫视,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221227002/index.m3u8
三沙卫视,http://player.ioioz.com/1786/hainan/hainanm3u8.php?tv=hainan&id=9
海峡卫视 ,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226977/index.m3u8
海峡卫视,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=024&Provider_id=&Pcontent_id=index.m3u8
海峡卫视,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226128/10000100000000060000000002434539_0.smil
海峡卫视,http://live1.nty.tv189.com:80/tm-haixiatv-800k.m3u8
海峡卫视,rtsp://183.252.166.199/PLTV/88888888/224/3221226128/10000100000000060000000002434539_0.smil
海峡卫视,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226977/index.m3u8
南方卫视,http://223.110.251.152:6610/gitv/live1/G_NANFANG/G_NANFANG/
农林卫视,http://223.110.251.152:6610/gitv/live1/G_NONGLIN/G_NONGLIN/
中国交通,http://tv.lanjingfm.com/cctbn/beijing.m3u8
中国天气,http://223.110.245.157/ott.js.chinamobile.com/PLTV/3/224/3221227438/index.m3u8
中华特产,http://play.zhtctv.cn/portal/btv.m3u8
中华美食,http://223.110.254.212:6610/gitv/live1/G_ZHONGHUAMS/G_ZHONGHUAMS/
新闻综合,http://live1.jcbctv.com:1935/live/XWZH/1000K/tzwj_video.m3u8
新闻综合,http://live.jinnews.com.cn/xwzh/sd/live.m3u8
公共频道,http://live1.jcbctv.com:1935/live/GGPD/1000K/tzwj_video.m3u8
公共频道,http://live.jinnews.com.cn/ggpd/sd/live.m3u8
阳城电视,https://hwfee.yunshicloud.com:443/gazuo8/bz5z68.m3u8
教育卫视,http://120.221.5.166:8089/ucdn.sd.chinamobile.com/2/00/SNM/CHANNEL00000331/index.m3u8
教育卫视,http://120.221.5.102:8089/PLTV/88888888/224/3221226049/index.m3u8
教育卫视,http://223.110.243.166/ott.js.chinamobile.com/PLTV/3/224/3221227580/index.m3u8
教育卫视,http://live.sdetv.com.cn/live/sdetv/playlist.m3u8
教育卫视,http://cctvalih5ca.v.myalicdn.com/cstv/sdetv_2/index.m3u8
CETV1,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221226954/index.m3u8
CETV1,http://ott.js.chinamobile.com/PLTV/3/224/3221227560/index.m3u8
CETV1,http://ott.js.chinamobile.com/PLTV/3/224/3221225909/index.m3u8
CETV1,rtmp://ivi.bupt.edu.cn:1935/livetv/cetv1hd
CETV1,http://39.135.16.150:6610/PLTV/88888888/224/3221225723/1/index.m3u8?fmt=ts2hls
CETV1,http://cctvalih5ca.v.myalicdn.com/cstv/cetv1_2/index.m3u8
CETV2,http://cctvalih5ca.v.myalicdn.com/cstv/cetv2_2/index.m3u8
CETV3,http://cctvalih5ca.v.myalicdn.com/cstv/cetv3_2/index.m3u8
CETV4,http://cctvalih5ca.v.myalicdn.com/cstv/cetv4_2/index.m3u8
CETV1,http://223.110.251.152:6610/gitv/live1/G_CETV-1/G_CETV-1/
CETV2,http://223.110.251.152:6610/gitv/live1/G_CETV-2/G_CETV-2/
CETV3,http://223.110.251.152:6610/gitv/live1/G_CETV-3/G_CETV-3/
CETV4,http://223.110.251.152:6610/gitv/live1/G_CETV-4/G_CETV-4/
CETVC,http://39.130.215.226:6610/gitv_live/G_CETV-ZQJY/G_CETV-ZQJY.m3u8
CETVC,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225513/index.m3u8?fmt=ts2hls
CECTV1,http://play.cec-tv.com.cn/channel/cec-tv1.m3u8
CECTV2,http://play.cec-tv.com.cn/channel/cec-tv2.m3u8
CECTV3,http://play.cec-tv.com.cn/channel/cec-tv3.m3u8
CECTV4,http://play.cec-tv.com.cn/channel/cec-tv4.m3u8

CHC高清电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226463/index.m3u8
CHC动作电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226465/index.m3u8
CHC家庭影院,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226462/index.m3u8
CHC高清电影,http://125.210.152.18:9090/live/CHCGQDY.m3u8
CHC动作电影,http://125.210.152.18:9090/live/DZDYHD.m3u8
CHC家庭影院,http://125.210.152.18:9090/live/JTYYHD.m3u8

阳光卫视,http://121.31.30.87:8085/ysten-business/live/yangguangstv/yst.m3u8

凤凰中文,http://117.169.120.130:8080/live/fhchinese/index.m3u8
凤凰资讯,http://117.169.120.130:8080/live/fhzixun/index.m3u8
凤凰中文,http://117.169.120.98:8080/ysten-businessmobile/live/fhchinese/dujuejiami.m3u8
凤凰资讯,http://117.169.120.98:8080/ysten-businessmobile/live/fhzixun/dujuejiami.m3u8
凤凰中文,http://liveali.ifeng.com/live/FHZW.flv
凤凰资讯,http://liveali.ifeng.com/live/FHZX.flv
凤凰香港,http://223.110.245.136/ott.js.chinamobile.com/PLTV/3/224/3221226975/index.m3u8
CHC高清电影,rtmp://ivi.bupt.edu.cn:1935/livetv/chchd
CHC家庭影院,rtmp://ivi.bupt.edu.cn:1935/livetv/chctv
CHC动作电影,rtmp://ivi.bupt.edu.cn:1935/livetv/chcatv
凤凰中文,rtmp://ivi.bupt.edu.cn:1935/livetv/fhzw
凤凰资讯,rtmp://ivi.bupt.edu.cn:1935/livetv/fhzx
凤凰电影,rtmp://ivi.bupt.edu.cn:1935/livetv/fhdy
星空卫视,rtmp://ivi.bupt.edu.cn:1935/livetv/startv
星空体育,rtmp://ivi.bupt.edu.cn:1935/livetv/starsports
Channel[V],rtmp://ivi.bupt.edu.cn:1935/livetv/channelv
探索发现,rtmp://ivi.bupt.edu.cn:1935/livetv/discovery
国家地理,rtmp://ivi.bupt.edu.cn:1935/livetv/natlgeo

⚽SETV,#genre#
CCTV14,http://223.110.251.152:6610/cntv/live1/HD-8000k-1080P-cctv14/HD-8000k-1080P-cctv14
CCTV14,http://140.207.241.18:8080/live/program/live/cctvsehd/4000000/mnf.m3u8
CCTV14,http://117.71.37.15/live.aishang.ctlcdn.com/00000110240253_1/playlist.m3u8?CONTENTID=00000110240253_1
上海哈哈炫动,http://140.207.241.3:8080/live/program/live/hhxdhd/4000000/mnf.m3u8
SiTV动漫秀场,http://140.207.241.3:8080/live/program/live/dmxchd/4000000/mnf.m3u8
北京卡酷少儿,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226558/1.m3u8
北京卡酷少儿,rtmp://58.200.131.2:1935/livetv/btv10hd
北京卡酷少儿,http://223.110.251.152:6610/cntv/live1/kakukaton/kakukaton
湖南金鹰卡通,http://223.110.251.152:6610/cntv/live1/jinyingkaton/jinyingkaton
江苏优漫卡通,http://223.110.251.152:6610/cntv/live1/youmankaton/youmankaton
广东嘉佳卡通,http://223.110.251.152:6610/gitv/live1/G_JIAJIA/G_JIAJIA/
上海哈哈炫动,http://223.110.251.152:6610/gitv/live1/G_XUANDONG/G_XUANDONG/
湖南金鹰卡通,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221227018/index.m3u8
福建少儿,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226960/index.m3u8
福建少儿,rtsp://183.252.166.199/PLTV/88888888/224/3221226120/10000100000000060000000002358082_0.smil
福建少儿,http://player.ioioz.com/1786/fj/fjtvm3u8.php?id=fjtv9
河北少儿科教,http://live6.plus.hebtv.com/sekjx/hd/live.m3u8
新疆少儿,http://livehyw5.chinamcache.com/hyw/zb12.m3u8
黑龙江少儿,http://stream3.hljtv.com/hljse2/sd/live.m3u8
广东少儿,http://player.ioioz.com/1786/gd/gdtvm3u8.php?id=gdse
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8
浙江少儿,http://yd-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江少儿,http://yd-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8
浙江少儿,http://125.210.152.21:9120/live/ZJSE.m3u8
山东少儿,http://livealone302.iqilu.com/iqilu/sepd.m3u8
宁波少儿,http://player.ioioz.com/1786/zj/ningbom3u8.php?id=ningbo5
海南少儿,http://player.ioioz.com/1786/hainan/hainanm3u8.php?tv=hainan&id=9
济南少儿,http://player.ioioz.com/1786/hoge/hogechm3u8.php?tv=jinan&id=11
内蒙古少儿,http://live5.m2oplus.nmtv.cn/4/sd/live.m3u8
重庆少儿,http://219.153.252.50/PLTV/88888888/224/3221225625/chunklist.m3u8
重庆少儿,http://219.153.252.50/PLTV/88888888/224/3221225646/chunklist.m3u8
新科动漫,http://cctvtxyh5ca.liveplay.myqcloud.com/live/xinkedongman_2/index.m3u8
福州少儿,http://live.zohi.tv/video/s10001-sepd-4/index.m3u8
甘肃少儿,http://stream.gstv.com.cn/sepd/playlist.m3u8
深圳少儿,http://player.ioioz.com/1786/gd/szm3u8.php?id=7
大连少儿,http://player.ioioz.com/1786/ln/dalianm3u8.php?id=6
江西少儿,http://player.ioioz.com/1786/jx/jiangxim3u8.php?id=jxtv6
南京少儿,http://live.nbs.cn/channels/njtv/sepd/m3u8:500k/live.m3u8
南京少儿,http://live.nbs.cn/channels/njtv/sepd/flv:500k/live
云南少儿,http://yntvpullhls.ynradio.com/live/yunnanshaoer/playlist.m3u8
成都少儿,http://67.230.188.214/17/sc/chengdum3u8.php?rate=hd&id=6

📜NWTV,#genre#
冬奥纪实,http://223.110.251.152:6610/cntv/live1/HD-8000k-1080P-beijingjishi/HD-8000k-1080P-beijingjishi
纪实人文,http://223.110.251.152:6610/cntv/live1/HD-8000k-1080P-shanghaijishi/HD-8000k-1080P-shanghaijishi
金鹰纪实,http://39.130.215.222:6410/gitv_live/G_JINYINGJS-HD/G_JINYINGJS-HD.m3u8

黑莓电影,http://223.110.251.152:6610/cntv/live1/HD-8000k-1080P-Supermovie/HD-8000k-1080P-Supermovie
黑莓动画,http://223.110.251.152:6610/cntv/live1/donghuawg/donghuawg
黑莓电竞,http://223.110.251.152:6610/cntv/live1/wmyx/wmyx    
NewTV古装剧场,http://223.110.251.152:6610/cntv/live1/guzhuangjc/guzhuangjc
NewTV动作电影,http://223.110.251.152:6610/cntv/live1/dongzuody/dongzuody
NewTV军旅剧场,http://223.110.251.152:6610/cntv/live1/junlvjc/junlvjc
NewTV家庭剧场,http://223.110.251.152:6610/cntv/live1/jiatingjc/jiatingjc
NewTV炫舞未来,http://223.110.251.152:6610/cntv/live1/HD-4000k-1080P-xwwl/HD-4000k-1080P-xwwl
NewTV惊悚悬疑,http://223.110.251.152:6610/cntv/live1/jingsongxy/jingsongxy
NewTV海外剧场,http://223.110.251.152:6610/cntv/live1/xiqumd/xiqumd
NewTV武搏世界,http://223.110.251.152:6610/cntv/live1/SD-1500k-576P-bokesen/SD-1500k-576P-bokesen
NewTV明星大片,http://223.110.251.152:6610/cntv/live1/mingxingdp/mingxingdp
NewTV爱情喜剧,http://223.110.251.152:6610/cntv/live1/aiqingxj/aiqingxj
NewTV精品大剧,http://223.110.251.152:6610/cntv/live1/jdaju/jdaju
NewTV中国功夫,http://223.110.251.152:6610/cntv/live1/SD-1500k-576P-gzkongfu/SD-1500k-576P-gzkongfu
NewTV金牌综艺,http://223.110.251.152:6610/cntv/live1/saishijx/saishijx
NewTV军事评论,http://223.110.251.152:6610/cntv/live1/junshipl/junshipl
NewTV农业致富,http://223.110.251.152:6610/cntv/live1/nongyezf/nongyezf
NewTV精品纪录,http://223.110.251.152:6610/cntv/live1/jingpinjl/jingpinjl
NewTV怡伴健康,http://223.110.251.152:6610/cntv/live1/ljiankangyouyue/ljiankangyouyue
NewTV精品体育,http://223.110.251.152:6610/cntv/live1/jtiyu/jtiyu
NewTV潮妈辣婆,http://223.110.251.152:6610/cntv/live1/HD-1500k-720P-cmlapo/HD-1500k-720P-cmlapo

黑莓动画,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225914/1.m3u8
黑莓电影,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225927/1.m3u8
黑莓电竞,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225931/1.m3u8
黑莓电竞,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226250/1.m3u8
黑莓电竞,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226262/1.m3u8
NewTV中国功夫,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226321/1.m3u8
NewTV怡伴健康,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226327/1.m3u8
NewTV军事评论,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226326/1.m3u8
